x,y,z,pitch,yaw
0.19,0.701,-0.0285,-10,180
0.19,0.701,-0.0285,0,180
0.19,0.701,-0.0285,10,180
0.19,0.701,-0.0285,20,180
0.19,0.701,-0.0285,0,-160
0.19,0.701,-0.0285,0,-170
0.19,0.701,-0.0285,0,180
0.19,0.701,-0.0285,0,170
0.19,0.701,-0.0285,0,160
0.19,0.718,-0.0285,-20,180
0.19,0.718,-0.0285,-10,180
0.19,0.718,-0.0285,0,180
0.19,0.718,-0.0285,10,180
0.19,0.718,-0.0285,20,180
0.19,0.718,-0.0285,0,-160
0.19,0.718,-0.0285,0,-170
0.19,0.718,-0.0285,0,180
0.19,0.718,-0.0285,0,170
0.19,0.718,-0.0285,0,160
0.19,0.735,-0.0285,-20,180
0.19,0.735,-0.0285,-10,180
0.19,0.735,-0.0285,0,180
0.19,0.735,-0.0285,10,180
0.19,0.735,-0.0285,20,180
0.19,0.735,-0.0285,0,-160
0.19,0.735,-0.0285,0,-170
0.19,0.735,-0.0285,0,180
0.19,0.735,-0.0285,0,170
0.19,0.735,-0.0285,0,160
0.207,0.633,-0.0285,-20,180
0.207,0.633,-0.0285,-10,180
0.207,0.633,-0.0285,0,180
0.207,0.633,-0.0285,10,180
0.207,0.633,-0.0285,20,180
0.207,0.633,-0.0285,0,-160
0.207,0.633,-0.0285,0,-170
0.207,0.633,-0.0285,0,180
0.207,0.633,-0.0285,0,170
0.207,0.633,-0.0285,0,160
0.207,0.65,-0.0285,-20,180
0.207,0.65,-0.0285,-10,180
0.207,0.65,-0.0285,0,180
0.207,0.65,-0.0285,10,180
0.207,0.65,-0.0285,20,180
0.207,0.65,-0.0285,0,-160
0.207,0.65,-0.0285,0,-170
0.207,0.65,-0.0285,0,180
0.207,0.65,-0.0285,0,170
0.207,0.65,-0.0285,0,160
0.207,0.667,-0.0285,-20,180
0.207,0.667,-0.0285,-10,180
0.207,0.667,-0.0285,0,180
0.207,0.667,-0.0285,10,180
0.207,0.667,-0.0285,20,180
0.207,0.667,-0.0285,0,-160
0.207,0.667,-0.0285,0,-170
0.207,0.667,-0.0285,0,180
0.207,0.667,-0.0285,0,170
0.207,0.667,-0.0285,0,160
0.207,0.684,-0.0285,-20,180
0.207,0.684,-0.0285,-10,180
0.207,0.684,-0.0285,0,180
0.207,0.684,-0.0285,10,180
0.207,0.684,-0.0285,20,180
0.207,0.684,-0.0285,0,-160
0.207,0.684,-0.0285,0,-170
0.207,0.684,-0.0285,0,180
0.207,0.684,-0.0285,0,170
0.207,0.684,-0.0285,0,160
0.207,0.701,-0.0285,-20,180
0.207,0.701,-0.0285,-10,180
0.207,0.701,-0.0285,0,180
0.207,0.701,-0.0285,10,180
0.207,0.701,-0.0285,20,180
0.207,0.701,-0.0285,0,-160
0.207,0.701,-0.0285,0,-170
0.207,0.701,-0.0285,0,180
0.207,0.701,-0.0285,0,170
0.207,0.701,-0.0285,0,160
0.207,0.718,-0.0285,-20,180
0.207,0.718,-0.0285,-10,180
0.207,0.718,-0.0285,0,180
0.207,0.718,-0.0285,10,180
0.207,0.718,-0.0285,20,180
0.207,0.718,-0.0285,0,-160
0.207,0.718,-0.0285,0,-170
0.207,0.718,-0.0285,0,180
0.207,0.718,-0.0285,0,170
0.207,0.718,-0.0285,0,160
0.207,0.735,-0.0285,-20,180
0.207,0.735,-0.0285,-10,180
0.207,0.735,-0.0285,0,180
0.207,0.735,-0.0285,10,180
0.207,0.735,-0.0285,20,180
0.207,0.735,-0.0285,0,-160
0.207,0.735,-0.0285,0,-170
0.207,0.735,-0.0285,0,180
0.207,0.735,-0.0285,0,170
0.207,0.735,-0.0285,0,160
0.224,0.633,-0.0285,-20,180
0.224,0.633,-0.0285,-10,180
0.224,0.633,-0.0285,0,180
0.224,0.633,-0.0285,10,180
0.224,0.633,-0.0285,20,180
0.224,0.633,-0.0285,0,-160
0.224,0.633,-0.0285,0,-170
0.224,0.633,-0.0285,0,180
0.224,0.633,-0.0285,0,170
0.224,0.633,-0.0285,0,160
0.224,0.65,-0.0285,-20,180
0.224,0.65,-0.0285,-10,180
0.224,0.65,-0.0285,0,180
0.224,0.65,-0.0285,10,180
0.224,0.65,-0.0285,20,180
0.224,0.65,-0.0285,0,-160
0.224,0.65,-0.0285,0,-170
0.224,0.65,-0.0285,0,180
0.224,0.65,-0.0285,0,170
0.224,0.65,-0.0285,0,160
0.224,0.667,-0.0285,-20,180
0.224,0.667,-0.0285,-10,180
0.224,0.667,-0.0285,0,180
0.224,0.667,-0.0285,10,180
0.224,0.667,-0.0285,20,180
0.224,0.667,-0.0285,0,-160
0.224,0.667,-0.0285,0,-170
0.224,0.667,-0.0285,0,180
0.224,0.667,-0.0285,0,170
0.224,0.667,-0.0285,0,160
0.224,0.684,-0.0285,-20,180
0.224,0.684,-0.0285,-10,180
0.224,0.684,-0.0285,0,180
0.224,0.684,-0.0285,10,180
0.224,0.684,-0.0285,20,180
0.224,0.684,-0.0285,0,-160
0.224,0.684,-0.0285,0,-170
0.224,0.684,-0.0285,0,180
0.224,0.684,-0.0285,0,170
0.224,0.684,-0.0285,0,160
0.224,0.701,-0.0285,-20,180
0.224,0.701,-0.0285,-10,180
0.224,0.701,-0.0285,0,180
0.224,0.701,-0.0285,10,180
0.224,0.701,-0.0285,20,180
0.224,0.701,-0.0285,0,-160
0.224,0.701,-0.0285,0,-170
0.224,0.701,-0.0285,0,180
0.224,0.701,-0.0285,0,170
0.224,0.701,-0.0285,0,160
0.224,0.718,-0.0285,-20,180
0.224,0.718,-0.0285,-10,180
0.224,0.718,-0.0285,0,180
0.224,0.718,-0.0285,10,180
0.224,0.718,-0.0285,20,180
0.224,0.718,-0.0285,0,-160
0.224,0.718,-0.0285,0,-170
0.224,0.718,-0.0285,0,180
0.224,0.718,-0.0285,0,170
0.224,0.718,-0.0285,0,160
0.224,0.735,-0.0285,-20,180
0.224,0.735,-0.0285,-10,180
0.224,0.735,-0.0285,0,180
0.224,0.735,-0.0285,10,180
0.224,0.735,-0.0285,20,180
0.224,0.735,-0.0285,0,-160
0.224,0.735,-0.0285,0,-170
0.224,0.735,-0.0285,0,180
0.224,0.735,-0.0285,0,170
0.224,0.735,-0.0285,0,160
0.241,0.633,-0.0285,-20,180
0.241,0.633,-0.0285,-10,180
0.241,0.633,-0.0285,0,180
0.241,0.633,-0.0285,10,180
0.241,0.633,-0.0285,20,180
0.241,0.633,-0.0285,0,-160
0.241,0.633,-0.0285,0,-170
0.241,0.633,-0.0285,0,180
0.241,0.633,-0.0285,0,170
0.241,0.633,-0.0285,0,160
0.241,0.65,-0.0285,-20,180
0.241,0.65,-0.0285,-10,180
0.241,0.65,-0.0285,0,180
0.241,0.65,-0.0285,10,180
0.241,0.65,-0.0285,20,180
0.241,0.65,-0.0285,0,-160
0.241,0.65,-0.0285,0,-170
0.241,0.65,-0.0285,0,180
0.241,0.65,-0.0285,0,170
0.241,0.65,-0.0285,0,160
0.241,0.667,-0.0285,-20,180
0.241,0.667,-0.0285,-10,180
0.241,0.667,-0.0285,0,180
0.241,0.667,-0.0285,10,180
0.241,0.667,-0.0285,20,180
0.241,0.667,-0.0285,0,-160
0.241,0.667,-0.0285,0,-170
0.241,0.667,-0.0285,0,180
0.241,0.667,-0.0285,0,170
0.241,0.667,-0.0285,0,160
0.241,0.684,-0.0285,-20,180
0.241,0.684,-0.0285,-10,180
0.241,0.684,-0.0285,0,180
0.241,0.684,-0.0285,10,180
0.241,0.684,-0.0285,20,180
0.241,0.684,-0.0285,0,-160
0.241,0.684,-0.0285,0,-170
0.241,0.684,-0.0285,0,180
0.241,0.684,-0.0285,0,170
0.241,0.684,-0.0285,0,160
0.241,0.701,-0.0285,-20,180
0.241,0.701,-0.0285,-10,180
0.241,0.701,-0.0285,0,180
0.241,0.701,-0.0285,10,180
0.241,0.701,-0.0285,20,180
0.241,0.701,-0.0285,0,-160
0.241,0.701,-0.0285,0,-170
0.241,0.701,-0.0285,0,180
0.241,0.701,-0.0285,0,170
0.241,0.701,-0.0285,0,160
0.241,0.718,-0.0285,-20,180
0.241,0.718,-0.0285,-10,180
0.241,0.718,-0.0285,0,180
0.241,0.718,-0.0285,10,180
0.241,0.718,-0.0285,20,180
0.241,0.718,-0.0285,0,-160
0.241,0.718,-0.0285,0,-170
0.241,0.718,-0.0285,0,180
0.241,0.718,-0.0285,0,170
0.241,0.718,-0.0285,0,160
0.241,0.735,-0.0285,-20,180
0.241,0.735,-0.0285,-10,180
0.241,0.735,-0.0285,0,180
0.241,0.735,-0.0285,10,180
0.241,0.735,-0.0285,20,180
0.241,0.735,-0.0285,0,-160
0.241,0.735,-0.0285,0,-170
0.241,0.735,-0.0285,0,180
0.241,0.735,-0.0285,0,170
0.241,0.735,-0.0285,0,160
0.258,0.633,-0.0285,-20,180
0.258,0.633,-0.0285,-10,180
0.258,0.633,-0.0285,0,180
0.258,0.633,-0.0285,10,180
0.258,0.633,-0.0285,20,180
0.258,0.633,-0.0285,0,-160
0.258,0.633,-0.0285,0,-170
0.258,0.633,-0.0285,0,180
0.258,0.633,-0.0285,0,170
0.258,0.633,-0.0285,0,160
0.258,0.65,-0.0285,-20,180
0.258,0.65,-0.0285,-10,180
0.258,0.65,-0.0285,0,180
0.258,0.65,-0.0285,10,180
0.258,0.65,-0.0285,20,180
0.258,0.65,-0.0285,0,-160
0.258,0.65,-0.0285,0,-170
0.258,0.65,-0.0285,0,180
0.258,0.65,-0.0285,0,170
0.258,0.65,-0.0285,0,160
0.258,0.667,-0.0285,-20,180
0.258,0.667,-0.0285,-10,180
0.258,0.667,-0.0285,0,180
0.258,0.667,-0.0285,10,180
0.258,0.667,-0.0285,20,180
0.258,0.667,-0.0285,0,-160
0.258,0.667,-0.0285,0,-170
0.258,0.667,-0.0285,0,180
0.258,0.667,-0.0285,0,170
0.258,0.667,-0.0285,0,160
0.258,0.684,-0.0285,-20,180
0.258,0.684,-0.0285,-10,180
0.258,0.684,-0.0285,0,180
0.258,0.684,-0.0285,10,180
0.258,0.684,-0.0285,20,180
0.258,0.684,-0.0285,0,-160
0.258,0.684,-0.0285,0,-170
0.258,0.684,-0.0285,0,180
0.258,0.684,-0.0285,0,170
0.258,0.684,-0.0285,0,160
0.258,0.701,-0.0285,-20,180
0.258,0.701,-0.0285,-10,180
0.258,0.701,-0.0285,0,180
0.258,0.701,-0.0285,10,180
0.258,0.701,-0.0285,20,180
0.258,0.701,-0.0285,0,-160
0.258,0.701,-0.0285,0,-170
0.258,0.701,-0.0285,0,180
0.258,0.701,-0.0285,0,170
0.258,0.701,-0.0285,0,160
0.258,0.718,-0.0285,-20,180
0.258,0.718,-0.0285,-10,180
0.258,0.718,-0.0285,0,180
0.258,0.718,-0.0285,10,180
0.258,0.718,-0.0285,20,180
0.258,0.718,-0.0285,0,-160
0.258,0.718,-0.0285,0,-170
0.258,0.718,-0.0285,0,180
0.258,0.718,-0.0285,0,170
0.258,0.718,-0.0285,0,160
0.258,0.735,-0.0285,-20,180
0.258,0.735,-0.0285,-10,180
0.258,0.735,-0.0285,0,180
0.258,0.735,-0.0285,10,180
0.258,0.735,-0.0285,20,180
0.258,0.735,-0.0285,0,-160
0.258,0.735,-0.0285,0,-170
0.258,0.735,-0.0285,0,180
0.258,0.735,-0.0285,0,170
0.258,0.735,-0.0285,0,160
0.275,0.633,-0.0285,-20,180
0.275,0.633,-0.0285,-10,180
0.275,0.633,-0.0285,0,180
0.275,0.633,-0.0285,10,180
0.275,0.633,-0.0285,20,180
0.275,0.633,-0.0285,0,-160
0.275,0.633,-0.0285,0,-170
0.275,0.633,-0.0285,0,180
0.275,0.633,-0.0285,0,170
0.275,0.633,-0.0285,0,160
0.275,0.65,-0.0285,-20,180
0.275,0.65,-0.0285,-10,180
0.275,0.65,-0.0285,0,180
0.275,0.65,-0.0285,10,180
0.275,0.65,-0.0285,20,180
0.275,0.65,-0.0285,0,-160
0.275,0.65,-0.0285,0,-170
0.275,0.65,-0.0285,0,180
0.275,0.65,-0.0285,0,170
0.275,0.65,-0.0285,0,160
0.275,0.667,-0.0285,-20,180
0.275,0.667,-0.0285,-10,180
0.275,0.667,-0.0285,0,180
0.275,0.667,-0.0285,10,180
0.275,0.667,-0.0285,20,180
0.275,0.667,-0.0285,0,-160
0.275,0.667,-0.0285,0,-170
0.275,0.667,-0.0285,0,180
0.275,0.667,-0.0285,0,170
0.275,0.667,-0.0285,0,160
0.275,0.684,-0.0285,-20,180
0.275,0.684,-0.0285,-10,180
0.275,0.684,-0.0285,0,180
0.275,0.684,-0.0285,10,180
0.275,0.684,-0.0285,20,180
0.275,0.684,-0.0285,0,-160
0.275,0.684,-0.0285,0,-170
0.275,0.684,-0.0285,0,180
0.275,0.684,-0.0285,0,170
0.275,0.684,-0.0285,0,160
0.275,0.701,-0.0285,-20,180
0.275,0.701,-0.0285,-10,180
0.275,0.701,-0.0285,0,180
0.275,0.701,-0.0285,10,180
0.275,0.701,-0.0285,20,180
0.275,0.701,-0.0285,0,-160
0.275,0.701,-0.0285,0,-170
0.275,0.701,-0.0285,0,180
0.275,0.701,-0.0285,0,170
0.275,0.701,-0.0285,0,160
0.275,0.718,-0.0285,-20,180
0.275,0.718,-0.0285,-10,180
0.275,0.718,-0.0285,0,180
0.275,0.718,-0.0285,10,180
0.275,0.718,-0.0285,20,180
0.275,0.718,-0.0285,0,-160
0.275,0.718,-0.0285,0,-170
0.275,0.718,-0.0285,0,180
0.275,0.718,-0.0285,0,170
0.275,0.718,-0.0285,0,160
0.275,0.735,-0.0285,-20,180
0.275,0.735,-0.0285,-10,180
0.275,0.735,-0.0285,0,180
0.275,0.735,-0.0285,10,180
0.275,0.735,-0.0285,20,180
0.275,0.735,-0.0285,0,-160
0.275,0.735,-0.0285,0,-170
0.275,0.735,-0.0285,0,180
0.275,0.735,-0.0285,0,170
0.275,0.735,-0.0285,0,160
0.292,0.633,-0.0285,-20,180
0.292,0.633,-0.0285,-10,180
0.292,0.633,-0.0285,0,180
0.292,0.633,-0.0285,10,180
0.292,0.633,-0.0285,20,180
0.292,0.633,-0.0285,0,-160
0.292,0.633,-0.0285,0,-170
0.292,0.633,-0.0285,0,180
0.292,0.633,-0.0285,0,170
0.292,0.633,-0.0285,0,160
0.292,0.65,-0.0285,-20,180
0.292,0.65,-0.0285,-10,180
0.292,0.65,-0.0285,0,180
0.292,0.65,-0.0285,10,180
0.292,0.65,-0.0285,20,180
0.292,0.65,-0.0285,0,-160
0.292,0.65,-0.0285,0,-170
0.292,0.65,-0.0285,0,180
0.292,0.65,-0.0285,0,170
0.292,0.65,-0.0285,0,160
0.292,0.667,-0.0285,-20,180
0.292,0.667,-0.0285,-10,180
0.292,0.667,-0.0285,0,180
0.292,0.667,-0.0285,10,180
0.292,0.667,-0.0285,20,180
0.292,0.667,-0.0285,0,-160
0.292,0.667,-0.0285,0,-170
0.292,0.667,-0.0285,0,180
0.292,0.667,-0.0285,0,170
0.292,0.667,-0.0285,0,160
0.292,0.684,-0.0285,-20,180
0.292,0.684,-0.0285,-10,180
0.292,0.684,-0.0285,0,180
0.292,0.684,-0.0285,10,180
0.292,0.684,-0.0285,20,180
0.292,0.684,-0.0285,0,-160
0.292,0.684,-0.0285,0,-170
0.292,0.684,-0.0285,0,180
0.292,0.684,-0.0285,0,170
0.292,0.684,-0.0285,0,160
0.292,0.701,-0.0285,-20,180
0.292,0.701,-0.0285,-10,180
0.292,0.701,-0.0285,0,180
0.292,0.701,-0.0285,10,180
0.292,0.701,-0.0285,20,180
0.292,0.701,-0.0285,0,-160
0.292,0.701,-0.0285,0,-170
0.292,0.701,-0.0285,0,180
0.292,0.701,-0.0285,0,170
0.292,0.701,-0.0285,0,160
0.292,0.718,-0.0285,-20,180
0.292,0.718,-0.0285,-10,180
0.292,0.718,-0.0285,0,180
0.292,0.718,-0.0285,10,180
0.292,0.718,-0.0285,20,180
0.292,0.718,-0.0285,0,-160
0.292,0.718,-0.0285,0,-170
0.292,0.718,-0.0285,0,180
0.292,0.718,-0.0285,0,170
0.292,0.718,-0.0285,0,160
0.292,0.735,-0.0285,-20,180
0.292,0.735,-0.0285,-10,180
0.292,0.735,-0.0285,0,180
0.292,0.735,-0.0285,10,180
0.292,0.735,-0.0285,20,180
0.292,0.735,-0.0285,0,-160
0.292,0.735,-0.0285,0,-170
0.292,0.735,-0.0285,0,180
0.292,0.735,-0.0285,0,170
0.292,0.735,-0.0285,0,160
